dataset,x,y
G,52.8843132864,50.4414354501
G,52.5093008862,51.4162051508
G,50.8626843321,17.1456310914
G,50.8914922458,17.1413237277
G,25.8551275976,17.0819086886
G,26.0256445518,16.9250135319
G,27.8931727187,50.6619634101
G,27.6399679354,51.3990974838
G,27.892658895,50.7952815163
G,52.7977329399,50.6860370901
G,27.5806388053,51.5247612607
G,26.4913985349,17.4053909738
G,25.9853178159,17.203722132
G,26.2014192753,17.0938239128
G,25.8575694746,17.113842659
G,50.7046843629,17.0237445436
G,50.8119753465,17.1149252621
G,50.5648455577,17.0777773216
G,50.9393039127,16.981021883
G,50.4588548392,17.0385789686
G,52.9013640729,50.6905627231
G,52.6849534438,51.2944692191
G,52.500088943,51.594356165
G,51.8356372562,52.3357655339
G,76.9954121013,52.0455286534
G,77.310600475,51.7467300374
G,77.9260443352,50.3186604237
G,77.2543883433,51.4618248152
G,76.2431578028,52.1236898503
G,77.0844843669,51.9671367003
G,75.2280531954,82.9856620201
G,50.6583547714,83.1144793358
G,50.2033658114,82.9826568621
G,50.9295476993,82.8460411252
G,50.1786718465,83.1846223323
G,50.422698058,82.9099014671
G,50.4642248341,82.9353284131
G,50.4492703306,83.9699203811
G,49.9283802752,82.9936654888
G,50.4880136436,83.0995191232
G,49.9649053793,83.7083177013
G,50.7521082559,82.9019500961
G,27.4224292143,51.4388762325
G,27.6740833991,51.3041121452
G,27.5373953151,51.5936540762
G,52.2633473764,94.2493278274
G,51.7372816586,92.9791175339
G,75.8709636929,88.3864417377
G,75.2443262052,83.9034973788
G,75.1982952889,83.4623033365
G,75.7010415321,82.9194588559
G,75.4793396586,82.8840513891
G,75.1945668739,82.9321157846
G,74.8202539551,82.9623887856
G,75.1643404933,83.0349971693
G,75.2633555474,82.9452793018
G,77.7564189331,51.1517703255
G,77.9544350549,50.4755789715
G,77.0833377719,52.1577992662
G,76.0635502513,52.1046520613
G,77.6820163247,51.1656378096
G,76.8780819814,51.8675622958
G,76.9485027211,51.9075165439
G,77.8640547124,49.6625455341
G,75.7714500936,17.1112512057
G,52.3315691301,51.8788603463
G,52.5928183721,51.3915915185
G,50.4770477213,17.0482894119
G,75.2964750909,17.0156531888
G,75.573954129,17.0621921415
G,75.4005271583,17.0411068868
G,75.8709908356,17.1348939075
G,75.6058847579,17.0677230553
G,75.8955770466,17.1699497051
G,75.7465632023,17.1057165115
G,75.1423414811,16.7549238932
G,50.6617795563,17.0781405153
G,50.6998506392,17.0851843836
G,50.9189408654,17.1476047571
G,50.7252585405,16.9074698083
G,51.2638712274,17.1623497098
G,51.2509196468,17.2404558616
G,50.7851572052,17.1801964842
G,50.5013965822,17.1057707188
G,50.7336745372,16.9929634144
G,50.7113785398,17.0883158538
G,50.8127448984,16.5727180506
G,51.014232955,17.2210955293
G,50.3535214052,17.0647430794
G,50.4355295722,17.0651685025
G,50.6309819633,17.0765223454
G,51.0668072036,17.2088597095
G,50.7923547263,17.2042143387
G,50.5512780561,17.0846551833
G,50.5597580562,17.0938837744
G,75.3259785471,15.7718919896
G,75.04472578,17.0042622562
G,75.2870877232,16.1749349097
G,75.2399699777,17.0318474866
G,75.1524592023,17.0049424015
G,75.9618400861,16.6948422289
G,75.4480625064,17.0451494125
G,75.7593838168,16.9429296545
G,50.378262298,16.9462798113
G,50.5336350094,17.0195813691
G,77.5009073165,50.1669859475
G,50.6911241884,87.5139604241
G,49.9903949511,83.997356924
G,50.1271820272,82.990749996
H,55.9930301513,79.2772636977
H,50.0322537946,79.013071199
H,51.2884586593,82.4359398425
H,51.1705368873,79.1652941091
H,44.3779145287,78.1646280036
H,45.0102700721,77.8808631153
H,48.559816719,78.7883706035
H,42.1422682922,76.8806345544
H,41.0269715735,76.4095884613
H,34.5753090115,72.7248411845
H,31.1686007236,69.2454213193
H,32.6442540714,70.7325550334
H,26.6666456539,62.9809712052
H,26.4592623274,62.6346733709
H,25.5380076465,60.6302361093
H,26.3207111933,62.3962811186
H,26.1633874648,62.0268148985
H,25.2137904611,60.2733986018
H,26.8595295604,63.1418346727
H,31.7606691716,69.7976553936
H,39.7932905744,75.8079642168
H,45.6174391854,78.1199702277
H,53.7714606827,79.3029316435
H,56.4514336733,79.2471070208
H,66.0937201989,77.0178182606
H,56.9258394194,79.2063186226
H,58.9882538467,78.9172589554
H,57.9022660533,79.0808678187
H,64.8128669568,77.4869389235
H,60.3497935166,78.7294458673
H,48.890555756,16.8065435154
H,47.549506348,17.0714045245
H,30.8894308257,26.3290372348
H,28.972835724,29.0504689185
H,35.1613607523,22.7868496473
H,45.8703691685,17.4893933655
H,32.8314206076,24.7975381459
H,39.4855747899,20.0330500489
H,33.4461829314,24.1906434075
H,21.8635812756,46.0525933457
H,25.1658708449,35.7666139539
H,22.9594789762,51.2877067934
H,25.5860552415,60.8465833585
H,26.3143100672,33.2971681038
H,33.037301251,24.5644624921
H,36.4688894772,21.8761144725
H,26.5135531009,32.9187498178
H,36.0270912125,22.1954385395
H,42.6810404129,18.5425361977
H,45.0410771273,17.7345177303
H,47.3524164557,17.1347454264
H,53.8461940322,16.3873180961
H,55.1296393835,16.3532468711
H,52.1881199617,16.4182174652
H,58.6726630845,16.6633724322
H,82.1443116037,33.1952218669
H,75.6865711383,24.7415103908
H,85.344964503,52.886419866
H,83.8446535127,58.6160602305
H,85.66476066,45.5427527692
H,77.931004934,68.6900618808
H,73.0318330209,73.12057473
H,70.1028044999,75.6832068542
H,57.1446946889,79.1941025922
H,46.9624619942,78.6665589963
H,50.5649338128,79.0772985529
H,53.7196765696,79.306936167
H,54.2002323226,79.3250023354
H,47.875198343,78.6758534295
H,51.4734585149,79.1598669963
H,52.7512222162,79.2936599344
H,48.5622230047,78.7823835275
H,53.0812416908,79.2972507654
H,56.475383374,79.1678400979
H,49.570911405,79.0381238831
H,37.6277032991,74.5575043418
H,32.2637000863,70.3166389012
H,32.542380336,70.7024172063
H,52.8250171923,85.5781338795
H,58.5282895407,78.9787042541
H,56.265834263,79.2529394854
H,57.0758924193,79.1939225382
H,54.2564023808,79.3138648504
H,62.6856712475,78.1747432719
H,68.0856058616,76.1123175001
H,65.1181219632,77.3991884543
H,68.7456312971,75.7900554548
H,63.0902251412,78.041409495
H,77.2045893204,69.3121497658
H,82.0339084758,62.6818697859
H,81.5779459183,63.8949255005
H,85.1801432805,53.7816766607
H,84.2868249936,57.2561680896
H,85.6224867126,45.0241658646
H,85.6044990156,50.7623379055
H,84.4247858276,38.761410164
H,85.570985078,44.5600964397
H,84.6267242006,39.4870775084
H,73.3961549252,22.8162479426
H,73.5074477338,22.8569887644
H,63.3564881135,17.7240688424
H,72.9590468722,22.5114998325
H,64.0208416469,17.8835812521
H,61.124463241,17.1163533592
H,75.6742073297,24.7825009657
H,69.5135831574,20.2793578927
H,58.5721354669,16.642703808
H,70.9819409865,21.1458881039
H,65.2230303973,18.3971951223
H,65.3150439093,18.3337482986
H,64.0102406778,17.9244781912
H,57.1409359294,16.5986105437
H,56.3651532552,16.3265463742
H,43.046183241,18.4025593948
H,52.0817555582,16.4538745312
H,42.8790365154,18.4894110252
H,51.5669948027,16.4857136372
H,58.8391251216,16.6376352154
H,60.7557891374,17.0332315064
H,54.7611561181,16.3661890954
H,53.5699050003,16.3397125506
H,48.9146182416,16.7986370826
H,52.6461373069,16.3848363836
H,49.8384929905,16.6763302777
H,52.6840664009,16.4079627826
H,65.8072190346,18.1407649473
H,60.6739209233,17.0518023644
H,63.394712866,17.7005351354
H,64.8020094467,18.2168786335
H,65.0259398087,18.2878245002
H,65.7555515404,18.5162158303
H,69.9677341245,20.5389887758
H,68.8927840241,20.0324488429
H,61.8265465579,17.2696554452
H,60.7879700808,17.0462048583
H,61.9156096372,17.2821912228
H,45.0289975331,17.7244473049
H,39.9213628084,19.7018495281
H,84.7942778751,55.5686503735
H,55.6629587449,83.3564796243
H,50.4922475132,78.997532065
H,51.4671011416,79.2018445773
I,51.2038911373,83.3397766053
I,58.9744699018,85.499817612
I,51.8720726696,85.8297376348
I,48.1799307865,85.0451167372
I,41.6832004024,84.0179406019
I,37.8904155015,82.5674929978
I,39.5489736947,80.812601774
I,39.6495738769,82.6645338713
I,34.7505970472,80.0110909897
I,27.560835291,72.8478255927
I,24.6355399754,71.6107148256
I,20.9594648125,66.0414983826
I,20.6891490538,62.7213052064
I,19.2882047369,62.0630593582
I,20.0245005746,61.3426238695
I,35.4695229971,43.1158849517
I,36.8943276507,47.7065559687
I,39.0555497751,55.5469737131
I,46.9570801494,65.2404073935
I,37.3104527352,45.2587508999
I,40.0096720019,60.9865825077
I,48.0143866846,65.7128195934
I,53.7037759268,66.3894820363
I,63.0674998921,64.0350004581
I,62.0480325076,63.8458632494
I,59.8399667124,64.4767644437
I,55.1609418175,65.2373081694
I,61.2797865792,65.766402504
I,60.8349175348,64.6037697063
I,61.5205906458,64.7918550418
I,36.916543863,41.0952474383
I,38.5021996714,41.5671556174
I,48.6643707344,30.6806668519
I,50.2852524042,30.3379221051
I,42.276332666,34.5276361236
I,54.0317756204,29.6723483149
I,37.3293552552,39.6020423074
I,41.389522551,37.2960562328
I,40.0746666572,34.6236852027
I,35.3496806211,47.1410731332
I,34.7637004189,47.6247999245
I,37.0266294472,44.4622930512
I,36.4555695327,40.791843032
I,35.5376642131,48.7293868661
I,20.4089478892,32.2030304205
I,23.4957104659,25.3224681542
I,29.5575433634,21.3647774591
I,33.0082339121,15.9850714584
I,53.9803991821,29.3509867092
I,52.2343086004,29.7116729865
I,59.5030766063,30.6696739448
I,41.1637810689,34.3157582514
I,48.9930401201,32.0303588363
I,59.2692803248,29.6407017654
I,45.4691770035,33.8311927323
I,62.6912665406,30.2903738312
I,73.4286708654,48.5778551303
I,70.846426107,52.282253331
I,71.5390198495,45.5218061588
I,67.6208658884,38.0065584658
I,72.4709525633,51.1221348241
I,64.8122375621,62.8109155873
I,60.8536798727,65.4991470327
I,67.7894961571,61.3637015467
I,41.6095572691,83.8486865559
I,53.0030253202,84.6747986012
I,54.7141710591,84.0431280734
I,44.2916687157,82.9094412144
I,49.1917219555,85.8762291224
I,53.1013817819,84.5476586881
I,51.599848153,84.8198214898
I,54.3797219484,84.2403555494
I,46.4807681047,83.518211666
I,53.174656268,84.2605679876
I,45.272002941,85.2370794195
I,36.03340215,53.371687755
I,28.2711941653,72.840231257
I,25.0548060847,71.5485979221
I,64.7588870014,82.3152236405
I,63.1445274767,85.2366963264
I,50.4246786898,85.1747475891
I,70.6449962629,82.4309187567
I,63.1490490834,83.9468553485
I,62.8240245172,84.9661859507
I,70.236869515,82.1711510621
I,70.0427352449,80.3850213547
I,72.5706234458,80.9712184346
I,75.1307160373,79.9840931403
I,83.2939057345,70.7784317876
I,79.6642622775,73.9323097157
I,88.4321025254,64.6242470023
I,89.1155590082,64.0015066388
I,89.0921976305,57.768193047
I,91.7260057727,52.6233532573
I,91.7355387598,48.9702108877
I,91.5078881747,53.3126520851
I,88.239001904,31.4774348786
I,88.5305192041,30.4760310098
I,55.3651603364,30.4458502777
I,62.5602588694,30.4471356661
I,58.0066691227,30.2537212987
I,55.0671179917,29.0115351997
I,61.6147759612,29.9943911942
I,68.5431435378,35.6578321706
I,77.7061096487,20.3042601852
I,68.4530459999,13.0355285908
I,68.2572064402,12.3846391542
I,70.2554746739,13.2503849689
I,65.0443252778,11.0008414785
I,60.0922466078,11.8721117093
I,52.9920289667,9.90666848335
I,50.1446289773,12.2115430946
I,46.5086141932,11.2071344881
I,43.8070319612,11.3189448865
I,57.8178546865,10.9451424306
I,50.9404926595,9.69154713447
I,63.4973230835,11.9140691707
I,50.0164829541,11.9338520864
I,58.6367650809,11.9747210652
I,54.7302890863,11.4128826732
I,65.8755478023,11.7324363627
I,57.0609827131,9.92056085444
I,46.819907946,10.4946526804
I,38.3593948725,13.431322624
I,47.3154157773,12.853451784
I,55.0519165396,11.9499886181
I,50.5159602579,9.76559162187
I,49.6774146514,10.3831325083
I,67.2806595188,14.1286515323
I,66.1730182606,12.0379170217
I,61.0885441374,10.0845344144
I,66.0530857731,13.3802260073
I,72.6699892655,15.2342259409
I,61.503472503,10.8284144754
I,68.995028632,13.9943105293
I,78.2499161658,17.8832409068
I,36.4819805699,15.1627600944
I,50.9677483784,29.6797742875
I,91.1910536059,46.6743428399
I,55.8637684939,85.3364867573
I,49.2805947987,84.0488228306
I,43.3685015447,84.3321772039
J,47.6952008891,95.2411869282
J,44.6099759113,93.075835032
J,43.8563814822,94.0858717713
J,41.5789293984,90.3035665387
J,49.1774185559,96.6105324538
J,42.6522509813,90.5606397307
J,30.1233318217,81.1442953304
J,31.915519986,79.7904134869
J,27.8877193574,75.4455759934
J,27.5482344526,75.1647590544
J,20.2097781637,67.5166420988
J,24.4434528292,54.4736551228
J,24.6308301331,53.3957388998
J,21.0379688969,49.829299645
J,27.106242932,54.7195531488
J,28.0896176553,60.512212549
J,31.1357349152,61.4319127116
J,37.700837521,68.4184052804
J,43.3926884016,43.5975940692
J,51.2623974761,49.6665051258
J,43.2867129203,43.0568603208
J,55.9059162338,54.2526725342
J,50.198958949,52.2250295948
J,55.761587372,54.0305172396
J,58.3231396505,60.0310591646
J,70.171457528,70.2822212385
J,60.600276471,59.7533088802
J,63.7602750188,61.1856411696
J,54.3894952619,53.811901225
J,55.2412969947,52.5935746267
J,49.0701267502,48.8969446811
J,46.0181190216,46.2577233718
J,44.7595874356,41.9746066134
J,51.6006241332,50.0324668853
J,36.4658820182,35.5241876075
J,33.3947987327,35.0168013145
J,37.5800715749,38.8315722007
J,36.619722059,36.8114141094
J,36.1634664356,33.819314199
J,33.1677570349,31.2477411672
J,42.6449829318,40.1543216386
J,47.2250252695,44.5756466185
J,48.3923630032,50.3315285645
J,27.2451932001,29.8195074488
J,30.4043143388,29.0795399241
J,30.0807992865,27.5880255173
J,33.9806339675,35.0330581489
J,34.2506117649,34.4415865654
J,51.1411835714,20.6183237784
J,49.899592066,19.5640835356
J,55.5898773424,26.2992451143
J,55.4820563581,22.8274662445
J,63.5729393821,32.9386176053
J,59.0250770848,28.3220858801
J,62.4237785929,33.4865952868
J,47.849907703,48.556624645
J,52.2685616825,52.8052401961
J,68.8510215758,39.573434273
J,65.6763960251,35.1093154301
J,77.7468851148,47.3718241139
J,80.352934115,47.8002988852
J,60.3375864858,63.0349593272
J,61.6587233282,64.1000234779
J,71.5450389858,72.657716331
J,49.0409566406,77.3625832678
J,51.8868880222,80.1136076892
J,57.968981435,85.3560457326
J,54.855664646,83.7833976656
J,54.1331954613,83.7939960824
J,51.3088252568,80.1363911553
J,61.1203943844,88.7040529069
J,55.5638650304,85.8103751441
J,55.044123361,83.5414106324
J,50.4441853247,78.1958883115
J,43.8277089981,71.0470522123
J,37.7914323802,66.8546410275
J,29.292783111,59.79199693
J,32.1920969515,60.2006509147
J,51.4339355233,99.2568672885
J,67.4641398118,95.999963905
J,65.1507052757,92.5026337368
J,65.5834276962,93.5170609365
J,69.2889731377,99.5795911254
J,81.2694405511,80.635944933
J,78.5757448361,76.8157030942
J,74.1867734997,74.3442041467
J,72.622209414,74.5269656511
J,75.1415195918,73.8196684648
J,75.168667839,73.9004448762
J,85.3242028911,55.3885788252
J,84.090507598,56.301968006
J,86.2562238205,55.8309303793
J,92.5487933153,42.9019079116
J,90.3426345089,37.7803861004
J,85.8191629042,37.5713861819
J,90.4418181137,40.1331134204
J,92.0175590822,39.9179311324
J,95.2605278366,46.008830272
J,41.2902998033,42.3115524113
J,66.4313243161,36.5361097353
J,63.9863468858,32.7134316129
J,61.2696820905,29.3857240482
J,60.7493891909,28.0517363383
J,64.6552305634,16.6122765086
J,68.6382807138,18.5080128963
J,65.7766651568,16.7876560655
J,71.1341263421,19.3859575313
J,63.7231835039,14.5214211957
J,73.0014940701,24.0738125371
J,72.436657497,20.5783451136
J,68.4127671225,19.9131265443
J,52.8583150204,20.2350610035
J,53.5299526734,24.2419155845
J,50.7597410528,18.0893946004
J,42.53480844,10.1698684594
J,41.5303978512,13.3962907452
J,46.7145179915,15.6132744651
J,48.4506176492,16.2122782224
J,59.6326101247,7.05803719901
J,61.6185682473,13.4108227184
J,48.8339891275,17.7259558674
J,45.3426531889,13.9088123935
J,42.4150122932,11.6937810961
J,58.9347650647,9.36920121911
J,60.6836260407,10.6326415569
J,54.8117983683,6.56964870325
J,61.5868424253,11.0275858356
J,59.7160077628,11.5190968617
J,58.4163840114,5.64577748328
J,59.243809528,10.5401420943
J,56.5943646385,8.91734404523
J,68.4925132247,17.9873634289
J,65.0059431717,15.9126686464
J,63.9210367078,15.6209610332
J,53.5129705438,5.87510952836
J,57.8328062743,9.22238462333
J,31.0329174395,28.9281418896
J,31.3332440932,32.5385694785
J,86.4015498466,38.7469331743
J,47.4421116354,98.1843018589
J,46.2647413368,94.1161921613
J,40.1638157437,87.4486723469
K,52.8720214902,97.3432226575
K,59.0141444945,93.5748748733
K,56.3751090389,96.30514763
K,37.8391996844,94.359443503
K,39.8853734176,90.6346620817
K,44.0774051326,84.1258533023
K,31.4970254888,67.9125621568
K,25.9525965456,73.0331803541
K,36.4347239148,62.2940454639
K,24.997482691,75.4415616626
K,32.2462751352,70.1105868383
K,18.1094722949,53.7081103324
K,21.7960992263,49.4995295248
K,24.150491069,47.1885335266
K,28.6031956015,44.2237227
K,20.9319996761,51.6462354868
K,35.4355325251,34.9610381566
K,44.3773828236,57.6847369215
K,46.313692406,55.6855917703
K,46.3860739231,51.0021645381
K,42.4954400876,56.9036815315
K,44.3005150328,58.1329592781
K,46.9882833458,55.4206367313
K,52.4215231623,47.867005488
K,64.090998189,68.6509850107
K,63.0168717563,68.2252589114
K,67.3025779226,64.4134627173
K,67.2259568904,62.4764105301
K,50.309988715,47.2678818553
K,45.4126389249,53.8707976895
K,54.0206071815,47.2698972057
K,49.8420222483,50.5765522936
K,50.7132995657,48.7722867825
K,55.0455549106,45.9862727459
K,37.5437012597,32.8840244657
K,39.7958978066,28.4432191156
K,28.5233910215,39.7966662481
K,31.3996460012,39.2652632229
K,39.2415652162,33.3614166846
K,27.7140565712,42.2500516253
K,32.9607035213,35.8231112903
K,35.4047362397,31.9391621952
K,51.6422264225,50.8383406788
K,34.207620843,33.5938054385
K,36.5234892198,35.6710483891
K,28.4192021281,21.3157482481
K,26.1604969417,23.0422314726
K,40.435327397,27.6400711421
K,44.544955314,27.3622426221
K,40.1237272008,30.0731619402
K,42.1848064503,28.5736747331
K,40.0026592892,27.4875100027
K,57.1252310509,42.7390191388
K,60.375744968,41.3564579961
K,55.1058961252,46.1490510561
K,61.7372710245,38.5848440052
K,55.7412443246,46.6535769763
K,58.2964084158,41.5831977346
K,57.0425482213,42.418757739
K,76.7756112073,55.2545987009
K,71.8870772602,59.2669926152
K,73.7883730663,58.6208121164
K,75.1396847343,54.2445521781
K,64.5963189058,65.952512925
K,46.9095386323,85.6022611586
K,46.9051031994,81.5656424136
K,49.8069877356,82.085025592
K,48.8632418189,83.1583574877
K,66.7481899024,84.0048341677
K,62.3597662841,90.2436599196
K,47.3748964954,83.4715555182
K,47.4464667165,82.622124014
K,53.385280634,78.8711362558
K,49.4527077733,79.9306028004
K,54.8026825363,75.3639849893
K,37.0882451339,60.857227495
K,32.3759619238,68.5108204552
K,37.4770138847,63.7886855744
K,52.4066488967,96.4254150057
K,50.2970432655,99.6441791736
K,61.5633243835,89.8641388605
K,61.0865603919,89.2243556475
K,59.2364904011,91.4811005766
K,66.1540050863,84.1119370252
K,67.2313347767,85.055640808
K,73.7099068702,78.2706108976
K,76.5804513576,72.8915336827
K,78.8765811639,71.5625276804
K,77.4490021363,72.4473094857
K,86.8537073476,65.5433240194
K,79.806531301,52.7231797883
K,76.9882734745,54.2027848022
K,79.4793575017,49.1410154455
K,82.3041595613,46.9909036215
K,90.700691247,41.4667030063
K,95.4434878077,36.1897016148
K,94.9974880471,35.0953011066
K,91.517847246,36.8902631263
K,62.2926421901,40.0295333141
K,59.2034756073,41.2706776667
K,65.2563927704,32.8541041237
K,62.4447424979,35.4149992261
K,72.4624062907,27.6242638254
K,69.9194262552,29.3110927191
K,77.7628590782,23.4913735562
K,72.7784101997,26.9005353695
K,65.198316667,33.0271717859
K,69.4598588916,30.1970315053
K,59.3150555205,12.3543136666
K,51.487713355,20.8436106875
K,57.1124475509,15.3217851726
K,50.2244178157,19.1709698793
K,50.4338611907,18.5348708515
K,56.3803054046,14.7884597101
K,54.8635045999,14.009611915
K,45.4998576493,3.98542629287
K,49.9367453057,21.5900969196
K,53.8098729164,17.7664144512
K,59.8526782804,9.03994992133
K,48.1756567942,19.5212153543
K,50.7417190667,17.8384056087
K,58.4597612975,14.1486628546
K,50.1145975193,1.74146171252
K,45.4203820755,5.37240899542
K,51.3532681954,0.30387242055
K,53.091704424,19.2900304453
K,58.9431665444,11.6128777918
K,59.3109904219,10.5721363739
K,68.2221986595,1.13388036584
K,62.5117719862,7.49123248279
K,69.3800563617,1.48813233299
K,82.8002478704,18.5293762368
K,85.1603321777,15.0183695439
K,67.095847697,0.601490941965
K,62.307750573,5.74997471945
K,59.9704150458,7.9133104735
K,39.9116351739,32.1440226145
K,39.5965009783,32.1361317349
K,95.5934163965,33.2341293953
K,52.772288113,99.6134716833
K,53.1786144535,98.6038611855
K,37.6270534612,93.060672952
L,65.8155400946,95.5883740582
L,65.6722651618,91.9334018119
L,39.002716451,92.26183816
L,37.7953028026,93.5324553607
L,35.5139005857,89.5991901138
L,39.2194529062,83.5434818364
L,31.5882013862,77.0280524208
L,32.6577782482,80.1138612983
L,31.6415992679,77.6108331874
L,30.9871426099,63.9440280336
L,27.4396322054,65.7444629564
L,30.5783699449,65.5219454667
L,28.809401637,59.6210044666
L,27.9395185786,50.9850621313
L,33.8499497887,46.2844744465
L,32.628463049,54.0637204929
L,32.4386500903,49.9030194916
L,35.8382920833,53.3514883396
L,37.1420429198,49.7419879519
L,34.6445467746,54.4441077764
L,35.675404696,49.6256433471
L,64.99458547,49.4621728312
L,66.1291498342,61.6437178853
L,65.790651882,55.9453737171
L,67.5017806138,60.8502274659
L,67.6295142176,61.4291060701
L,63.9100640599,62.9723349305
L,66.5493579687,67.7255886599
L,64.0515417112,48.8200939835
L,68.1932895833,46.5435408096
L,65.2783891952,44.8203529292
L,34.9976613883,28.6329939351
L,33.9237661692,53.5586885227
L,66.0044543688,52.6846691452
L,37.0232562464,32.1184816794
L,34.6982700852,36.4753541349
L,34.8634441715,30.9392745218
L,31.0900650789,32.3837547196
L,34.9213061465,35.4184380529
L,30.343361183,32.5245631742
L,35.4833288685,44.4916349303
L,33.2349104271,38.502483721
L,35.4399436182,47.7975176939
L,33.8735095227,37.056028453
L,28.5641377966,34.6263997171
L,31.3195486706,31.6639905316
L,30.796174379,23.5190343602
L,34.2333554347,22.4959116015
L,36.6307877065,31.4768312621
L,34.5486191018,26.1110878654
L,37.5196356,29.2676058936
L,62.4256973267,34.0442062707
L,64.320383794,31.7856294846
L,65.4455325117,43.2734991936
L,64.3256315887,41.6159763773
L,65.264338195,35.7175447772
L,66.388704175,38.8447443366
L,68.1914228192,45.1694864796
L,68.5406624515,48.4385263389
L,67.6614312657,51.0685845873
L,68.6755160534,50.465234811
L,69.0817099788,55.4740530987
L,69.048716493,66.3660457477
L,67.3082233775,71.5902965807
L,38.714899408,76.3969778172
L,35.5480948795,89.3049758407
L,36.7106729424,86.0749670003
L,64.9126624396,87.6457960566
L,66.0641357377,89.2086685815
L,64.9359294757,87.0721381174
L,67.0265507063,76.2225153324
L,65.3140322257,77.9387440331
L,64.2952177764,84.1258572133
L,38.7980121423,74.6106304299
L,34.6757573144,79.6375987743
L,30.7192619427,58.812060082
L,34.1051509268,64.1291972267
L,33.4233718511,67.0957433613
L,66.3138096741,98.9310270371
L,65.3096314498,98.1651568396
L,65.7140760682,99.2837639519
L,67.5934531877,90.9519098246
L,66.3880173202,89.2812304744
L,67.8061881135,91.6881773501
L,70.9626103129,86.5181213517
L,71.9936371714,78.8209480695
L,72.4798343312,80.8006830564
L,74.0784292286,72.9515308522
L,72.0362880189,69.7160484161
L,72.9981862717,59.6656447092
L,74.8121312339,57.5898837631
L,73.0273050243,46.2741878725
L,77.067111934,51.4869181896
L,75.0171368727,46.6224426489
L,76.6653077326,38.440250966
L,77.9158742329,45.9268433826
L,73.7420460836,39.1209853231
L,75.3298157891,32.8303519164
L,63.4104355141,38.377735614
L,68.856486669,43.084147214
L,66.3377850519,33.3065100022
L,64.2037185014,26.6441143003
L,64.4986348346,22.863501327
L,68.8909906096,27.2962056672
L,72.371523338,21.9616397473
L,69.7654249704,19.999850454
L,68.6213124429,18.9156764428
L,64.2977371716,20.4287496884
L,66.6992650902,18.5910853404
L,67.5445276811,16.4479381344
L,63.9469519836,18.6928454476
L,64.3881920705,15.7728122808
L,65.570045691,23.7657582226
L,38.4028368753,19.0468586722
L,37.8323600164,14.4694894463
L,36.9041611715,13.5838157511
L,36.286143052,17.1057707266
L,62.7866325947,13.9189931024
L,66.8176792234,11.4124971575
L,66.755021412,18.0853051378
L,65.4155283864,10.4635122068
L,36.9463314417,13.5143774996
L,37.8254347391,9.60103429534
L,36.722837943,9.33330210686
L,67.0733217806,6.04921458162
L,64.601818107,12.0019169643
L,65.4372821806,15.5453860785
L,67.0040223792,15.3458266393
L,66.7241920702,5.24980548075
L,68.3076187632,13.2809165227
L,68.7680482759,13.5214565521
L,74.1672717461,5.34988087254
L,64.9003579699,16.2452583689
L,68.7634335463,8.70057294385
L,66.8169139163,12.2732943361
L,67.3093466467,0.217006270014
L,34.7318293093,19.6017950724
L,33.6744421497,26.09049021
L,75.6272550236,37.128751949
L,40.6101254225,89.1362398699
L,39.1143664549,96.4817513202
L,34.5838289299,89.5889019877
M,55.3846,97.1795
M,51.5385,96.0256
M,46.1538,94.4872
M,42.8205,91.4103
M,40.7692,88.3333
M,38.7179,84.8718
M,35.641,79.8718
M,33.0769,77.5641
M,28.9744,74.4872
M,26.1538,71.4103
M,23.0769,66.4103
M,22.3077,61.7949
M,22.3077,57.1795
M,23.3333,52.9487
M,25.8974,51.0256
M,29.4872,51.0256
M,32.8205,51.0256
M,35.3846,51.4103
M,40.2564,51.4103
M,44.1026,52.9487
M,46.6667,54.1026
M,50.0,55.2564
M,53.0769,55.641
M,56.6667,56.0256
M,59.2308,57.9487
M,61.2821,62.1795
M,61.5385,66.4103
M,61.7949,69.1026
M,57.4359,55.2564
M,54.8718,49.8718
M,52.5641,46.0256
M,48.2051,38.3333
M,49.4872,42.1795
M,51.0256,44.1026
M,45.3846,36.4103
M,42.8205,32.5641
M,38.7179,31.4103
M,35.1282,30.2564
M,32.5641,32.1795
M,30.0,36.7949
M,33.5897,41.4103
M,36.6667,45.641
M,38.2051,49.1026
M,29.7436,36.0256
M,29.7436,32.1795
M,30.0,29.1026
M,32.0513,26.7949
M,35.8974,25.2564
M,41.0256,25.2564
M,44.1026,25.641
M,47.1795,28.718
M,49.4872,31.4103
M,51.5385,34.8718
M,53.5897,37.5641
M,55.1282,40.641
M,56.6667,42.1795
M,59.2308,44.4872
M,62.3077,46.0256
M,64.8718,46.7949
M,67.9487,47.9487
M,70.5128,53.718
M,71.5385,60.641
M,71.5385,64.4872
M,69.4872,69.4872
M,46.9231,79.8718
M,48.2051,84.1026
M,50.0,85.2564
M,53.0769,85.2564
M,55.3846,86.0256
M,56.6667,86.0256
M,56.1538,82.9487
M,53.8462,80.641
M,51.2821,78.718
M,50.0,78.718
M,47.9487,77.5641
M,29.7436,59.8718
M,29.7436,62.1795
M,31.2821,62.5641
M,57.9487,99.4872
M,61.7949,99.1026
M,64.8718,97.5641
M,68.4615,94.1026
M,70.7692,91.0256
M,72.0513,86.4103
M,73.8462,83.3333
M,75.1282,79.1026
M,76.6667,75.2564
M,77.6923,71.4103
